city,year,weekofyear,week_start_date,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k
sj,1998,10,3/5/1998,0,297.6557143,297.7928571,293.5,301.1,295,10.3,77.92428571,0,14.93571429,2.842857143
sj,1998,11,3/12/1998,0,298.2785714,298.3857143,294.6971429,301.2,295.7,42.78,80.77857143,0,16.08142857,2.228571429
sj,1998,12,3/19/1998,0,298.1757143,298.3714286,292.9071429,300.4,296.2,0.6,72.64285714,0,14.36714286,2.514285714
sj,1998,13,3/26/1998,0,298.5028571,298.6642857,294.0985714,300.7,296.5,21,76.67571429,0,15.48,2.557142857
sj,1998,14,4/2/1998,72.98,298.0442857,298.1928571,294.6285714,301.1,296.5,41.2,81.40571429,72.98,15.99857143,2.528571429
sj,1998,15,4/9/1998,12.01,297.8714286,298.2,294.2157143,300.8,295.6,19,80.19,12.01,15.63571429,3
sj,1998,16,4/16/1998,0,298.4728571,298.5785714,294.97,300.7,296.5,23.9,81.14571429,0,16.40285714,2.157142857
sj,1998,17,4/23/1998,22.22,297.7357143,297.7928571,293.5428571,299.8,296.2,24.3,77.71285714,22.22,15.01428571,2.157142857
sj,1998,18,4/30/1998,71.64,299.5657143,299.8357143,295.8342857,301.5,298.2,11.7,80.07285714,71.64,17.23142857,2.357142857
sj,1998,19,5/7/1998,0,299.1328571,299.2928571,294.8271429,301.3,297.7,17.6,77.33142857,0,16.22142857,2.185714286
sj,1998,20,5/14/1998,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.40142857,55.76,16.50285714,3.628571429
sj,1998,21,5/21/1998,56.4,300.0242857,300.0857143,297.0628571,302.9,297.8,53.7,84.07142857,56.4,18.61428571,2.828571429
sj,1998,22,5/28/1998,15.86,299.8428571,299.9357143,297.02,302.3,298.4,59.4,84.63571429,15.86,18.51142857,2.185714286
sj,1998,23,6/4/1998,8.19,299.6185714,299.8071429,296.3514286,301.4,298.1,35.8,82.46,8.19,17.76571429,2.328571429
sj,1998,24,6/11/1998,86.21,300.7571429,300.8428571,297.4514286,302.7,299.2,20.7,82.30571429,86.21,18.99142857,2.428571429
sj,1998,25,6/18/1998,49.52,300.5171429,300.5642857,296.4357143,303,298.9,15.4,78.53,49.52,17.85428571,2.385714286
sj,1998,26,6/25/1998,72.08,299.9442857,299.95,296.9957143,302.3,298.3,71.33,84.02571429,72.08,18.47,2.357142857
sj,1998,27,7/2/1998,20.06,300.5957143,300.7214286,296.8471429,302.7,299,33.31,80.08571429,20.06,18.27857143,2.3
sj,1998,28,7/9/1998,54.05,300.4528571,300.4357143,296.9242857,302.9,298.5,45.31,81.29,54.05,18.39142857,2.3
sj,1998,29,7/16/1998,10.42,300.3371429,300.4571429,296.2885714,302.8,298.1,30.86,78.99,10.42,17.71571429,2.714285714
sj,1998,30,7/23/1998,68.74,299.8228571,299.8857143,296.5028571,302.2,298.1,93.68,82.21285714,68.74,17.94571429,1.885714286
sj,1998,31,7/30/1998,16.03,300.0614286,300.0357143,297.0385714,302,298.5,107.87,83.74285714,16.03,18.54714286,2.042857143
sj,1998,32,8/6/1998,25.79,300.6628571,300.8857143,297.1271429,303.2,298.6,27.7,81.21714286,25.79,18.63142857,2.914285714
sj,1998,33,8/13/1998,38.44,300.6685714,300.6214286,297.4571429,303.1,298.9,55.9,82.8,38.44,19.01571429,2.271428571
sj,1998,34,8/20/1998,24.34,300.3671429,300.35,297.4671429,303,298.9,63.2,84.20285714,24.34,19.01,1.728571429
sj,1998,35,8/27/1998,96.58,300.4685714,300.5785714,297.4014286,303.1,298.7,98.3,83.45,96.58,19.02714286,2.671428571
sj,1998,36,9/3/1998,47.74,300.6871429,300.7071429,297.3285714,303.4,298.4,52.5,82.19285714,47.74,18.90857143,2.9
sj,1998,37,9/10/1998,72.73,300.1471429,300.2,297.16,302,298.7,73.6,84.00285714,72.73,18.72428571,2.028571429
sj,1998,38,9/17/1998,35.03,300.5871429,300.6071429,297.2757143,303,298.8,33.83,82.33285714,35.03,18.84714286,2.185714286
sj,1998,39,9/24/1998,82.87,300.13,300.1857143,297.06,302.1,298.8,55.8,83.33142857,82.87,18.58142857,1.857142857
sj,1998,40,10/1/1998,223.61,300.5971429,300.7571429,296.5385714,302.9,298.5,124.4,78.78285714,223.61,18.06142857,2.8
sj,1998,41,10/8/1998,33.26,300.7128571,300.7428571,296.9214286,302.9,298.9,28.3,79.99857143,33.26,18.41857143,2.342857143
sj,1998,42,10/15/1998,25.94,300.7957143,300.8571429,296.6128571,302.9,299.3,18.5,78.09857143,25.94,18.09142857,2.685714286
sj,1998,43,10/22/1998,32.09,300.2471429,300.2357143,296.9,301.9,298.8,36.5,82.03857143,32.09,18.41,2.128571429
sj,1998,44,10/29/1998,182.46,299.8485714,299.9857143,296.8671429,302.1,297.7,92.4,83.86571429,182.46,18.37571429,2.085714286
sj,1998,45,11/5/1998,121.65,299.6528571,299.6928571,296.9428571,301.7,298.5,89.5,85.12,121.65,18.48428571,1.785714286
sj,1998,46,11/12/1998,18.07,300.0028571,300.05,296.42,302.4,297.9,36.1,80.91428571,18.07,17.86857143,2.071428571
sj,1998,47,11/19/1998,110.03,298.6757143,298.6571429,296.1828571,300.3,297.3,143.4,86.21428571,110.03,17.62714286,1.485714286
sj,1998,48,11/26/1998,0,299.2328571,299.3214286,295.4928571,301.4,297.4,57.1,80.02142857,0,16.86714286,2.014285714
sj,1998,49,12/3/1998,22.35,298.3014286,298.2571429,295.1728571,300.4,296.5,115.77,83.02428571,22.35,16.58714286,1.885714286
sj,1998,50,12/10/1998,152.94,298.0942857,298.15,295.54,299.8,297.1,158.72,85.91142857,152.94,16.96571429,1.357142857
sj,1998,51,12/17/1998,16.76,299.0428571,299.1,295.0328571,300.9,297.6,10.2,78.66857143,16.76,16.40857143,1.971428571
sj,1998,52,12/24/1998,0,299.2828571,299.4357143,295.2157143,301.4,298,12.8,78.41857143,0,16.56428571,2.128571429
sj,1999,53,1/1/1999,,,,,,,,,,,
sj,1999,1,1/8/1999,45.39,298.7,298.8142857,295.0971429,300.7,297.3,17.72,80.59714286,45.39,16.45285714,2.428571429
sj,1999,2,1/15/1999,0,298.4828571,298.55,294.12,300.1,297.4,12.6,76.95428571,0,15.49285714,1.671428571
sj,1999,3,1/22/1999,47.16,297.8614286,297.9714286,294.4085714,300,296.1,20.62,81.31,47.16,15.76857143,2.2
sj,1999,4,1/29/1999,0,297.4428571,297.5714286,293.7014286,299.1,295.8,40.75,79.67142857,0,15.07285714,1.771428571
sj,1999,5,2/5/1999,0,296.7728571,296.7571429,290.9557143,299.3,294.5,14.9,70.19857143,0,12.74142857,2
sj,1999,6,2/12/1999,0,296.6685714,296.7857143,290.5528571,298.9,295.3,4.7,68.64142857,0,12.36571429,1.914285714
sj,1999,7,2/19/1999,18.66,297.2185714,297.4428571,292.73,299.4,295.5,18.64,76.24571429,18.66,14.22571429,2.571428571
sj,1999,8,2/26/1999,23.9,295.9385714,296.1142857,290.6342857,299.7,293.7,8.7,72.25142857,23.9,12.49285714,2.714285714
sj,1999,9,3/5/1999,0,297.5428571,297.6785714,293.3114286,299.7,295.3,8.3,77.42714286,0,14.73,2.785714286
sj,1999,10,3/12/1999,0,297.8828571,298.0714286,292.4214286,299.7,296,0.4,71.69142857,0,13.93571429,2.485714286
sj,1999,11,3/19/1999,5.5,297.5428571,297.8,292.7642857,300,295.8,5.5,74.80428571,5.5,14.24428571,3
sj,1999,12,3/26/1999,5.24,298.2228571,298.45,293.23,300.5,296.3,3.1,73.94,5.24,14.67142857,2.842857143
sj,1999,13,4/2/1999,15.91,298.3085714,298.4142857,294.3771429,300.4,296.1,8.9,78.91,15.91,15.73285714,2.314285714
sj,1999,14,4/9/1999,18.76,297.9757143,298.0928571,293.2728571,300.1,295.7,16.2,75.38857143,18.76,14.74571429,2.585714286
sj,1999,15,4/16/1999,75.59,297.4814286,297.6428571,292.4057143,301,295.2,12.76,73.64142857,75.59,13.97428571,3.6
sj,1999,16,4/23/1999,0,299.2542857,299.4571429,294.5242857,301.4,296.7,2,75.39,0,15.86857143,3.2
sj,1999,17,4/30/1999,10.2,299.0357143,299.15,294.2014286,301,297.2,5.35,74.79857143,10.2,15.56142857,2.728571429
sj,1999,18,5/7/1999,88.2,299.4314286,299.5,295.4157143,301.8,298,13.3,78.68285714,88.2,16.79571429,2.085714286
sj,1999,19,5/14/1999,46.5,299.0985714,299.1214286,294.5728571,301,297.2,14.28,76.30857143,46.5,15.96714286,2.585714286
sj,1999,20,5/21/1999,33.82,299.7757143,299.9357143,295.2685714,302.6,297,22.1,76.59857143,33.82,16.65142857,3.185714286
sj,1999,21,5/28/1999,15.26,300.0528571,300.1642857,296.2142857,302.4,298.6,18.64,79.71714286,15.26,17.63857143,2.214285714
sj,1999,22,6/4/1999,2.16,300.5871429,300.6714286,296.2357143,302.7,298.4,6.6,77.37142857,2.16,17.64428571,3.257142857
sj,1999,23,6/11/1999,100.35,300.0257143,299.9785714,296.43,302,298.3,24.8,80.75428571,100.35,17.85428571,2.5
sj,1999,24,6/18/1999,115.14,300.3514286,300.3785714,296.54,302.3,298.7,30.1,79.75,115.14,17.98285714,2.385714286
sj,1999,25,6/25/1999,96.93,299.3671429,299.3142857,296.4157143,301.6,297.9,81.61,83.96142857,96.93,17.84428571,1.942857143
sj,1999,26,7/2/1999,17.32,300.1485714,300.2571429,296.6228571,302.4,298.3,25.74,81.25,17.32,18.05142857,2.342857143
sj,1999,27,7/9/1999,73.3,299.5042857,299.5357143,295.92,301.4,297.8,55.1,80.79857143,73.3,17.29571429,2.357142857
sj,1999,28,7/16/1999,29.53,299.79,299.8357143,296.3942857,302.4,297.5,58.2,81.84714286,29.53,17.80428571,2.5
sj,1999,29,7/23/1999,96.36,299.85,299.8571429,296.8614286,301.9,298.5,66.52,83.91857143,96.36,18.32285714,2
sj,1999,30,7/30/1999,8.53,300.0642857,300.15,296.4742857,302.6,298,32.44,80.96857143,8.53,17.90285714,2.471428571
sj,1999,31,8/6/1999,22.01,300.4985714,300.4857143,297.0471429,302.8,298.8,29.35,81.67285714,22.01,18.55714286,2.428571429
sj,1999,32,8/13/1999,44.23,299.97,300.0071429,296.7428571,302.6,298.4,61.7,82.64571429,44.23,18.21285714,1.842857143
sj,1999,33,8/20/1999,31.78,300.3271429,300.2857143,296.8571429,302.4,298.9,46.2,81.38714286,31.78,18.33285714,2.028571429
sj,1999,34,8/27/1999,133.65,300.2271429,300.2857143,296.86,302.8,298.7,61.8,81.99857143,133.65,18.36,2.142857143
sj,1999,35,9/3/1999,30.98,300.4585714,300.4357143,296.8957143,302.7,299.1,25.74,81.00285714,30.98,18.41,1.985714286
sj,1999,36,9/10/1999,66.06,300.5842857,300.6214286,296.8014286,302.8,298.8,40.7,79.96571429,66.06,18.31,2.214285714
sj,1999,37,9/17/1999,121.24,300.9614286,301.0214286,297.0842857,303.2,299.5,34.13,79.69714286,121.24,18.71,2.157142857
sj,1999,38,9/24/1999,44.44,300.5728571,300.6214286,296.7014286,302.8,298.3,30.4,79.39,44.44,18.21428571,2.7
sj,1999,39,10/1/1999,62.41,300.6442857,300.6357143,296.8242857,303.5,298.9,64.72,79.83714286,62.41,18.34571429,2.214285714
sj,1999,40,10/8/1999,52.34,300.4971429,300.6,296.6571429,302.5,298.5,22.37,79.67428571,52.34,18.12,1.942857143
sj,1999,41,10/15/1999,45.32,299.8271429,299.8357143,295.8714286,301.7,298.5,41.31,79.16,45.32,17.30428571,1.957142857
sj,1999,42,10/22/1999,171.59,300.0257143,300.0142857,296.82,301.6,298.7,40.8,82.65714286,171.59,18.31571429,1.857142857
sj,1999,43,10/29/1999,67.94,299.8042857,300.0357143,297.13,301.9,298.7,138.1,85.37714286,67.94,18.74285714,2.185714286
sj,1999,44,11/5/1999,4.84,299.96,299.9428571,296.5314286,302,298,24.52,81.62857143,4.84,18.01428571,1.885714286
sj,1999,45,11/12/1999,20.03,299.3042857,299.3785714,295.8714286,301,298,53.27,81.48857143,20.03,17.29857143,2.042857143
sj,1999,46,11/19/1999,83.66,298.9685714,299.0785714,296.33,301.3,298,104.51,85.40428571,83.66,17.81714286,1.814285714
sj,1999,47,11/26/1999,224.9,298.7328571,298.8785714,296.2857143,300.8,297.1,140.2,86.40571429,224.9,17.87,1.9
sj,1999,48,12/3/1999,2.11,298.7828571,299.0571429,294.7757143,301,296.8,8.7,78.68285714,2.11,16.20714286,3.257142857
sj,1999,49,12/10/1999,63.47,297.3328571,297.3,293.9742857,298.9,296.2,107.84,81.86428571,63.47,15.41571429,1.4
sj,1999,50,12/17/1999,0,297.4,297.3928571,292.1614286,298.7,296.3,8.78,72.65285714,0,13.73,1.814285714
sj,1999,51,12/24/1999,0,297.3828571,297.5142857,292.9642857,299.4,296.1,14.5,76.49714286,0,14.43714286,1.8
sj,2000,52,1/1/2000,40.35,298.3671429,298.3071429,293.8871429,300.3,296.4,12.34,76.31714286,40.35,15.25714286,2.642857143
sj,2000,1,1/8/2000,81.73,298.1485714,298.1642857,294.3557143,299.9,296.5,32.3,79.60714286,81.73,15.72285714,1.9
sj,2000,2,1/15/2000,45.19,297.4414286,297.5857143,293.1914286,299.1,296.1,47.1,77.34285714,45.19,14.61285714,2.057142857
sj,2000,3,1/22/2000,0,296.5885714,296.4785714,290.8528571,299,293.2,14.7,70.45714286,0,12.61,1.842857143
sj,2000,4,1/29/2000,0,296.1842857,296.3642857,289.8271429,299,292.6,0.7,67.76571429,0,11.96428571,3.1
sj,2000,5,2/5/2000,0,297.6714286,297.8642857,292.7342857,299.8,295.8,2.02,74.06285714,0,14.21285714,2.242857143
sj,2000,6,2/12/2000,24.19,297.6757143,297.9,293.27,299.9,296.3,2.6,76.50285714,24.19,14.65285714,2.114285714
sj,2000,7,2/19/2000,0,297.7457143,297.9785714,293.25,299.9,296.3,3.1,76.11714286,0,14.61857143,2.357142857
sj,2000,8,2/26/2000,7.67,297.0885714,297.2214286,292.1742857,298.9,295.3,13.41,74.06428571,7.67,13.67,1.985714286
sj,2000,9,3/4/2000,98.45,296.5528571,296.6785714,291.9528571,298.9,294.5,14.91,75.72142857,98.45,13.58714286,2.471428571
sj,2000,10,3/11/2000,11.48,296.2028571,296.3571429,289.6428571,299.1,294.4,1.1,66.73571429,11.48,11.71571429,3.028571429
sj,2000,11,3/18/2000,25.96,296.3157143,296.45,290.9985714,298.4,294,3.29,72.14285714,25.96,12.73857143,2.357142857
sj,2000,12,3/25/2000,0,296.7442857,296.9071429,291.2257143,298.8,294.6,6.8,71.39,0,12.93,2.328571429
sj,2000,13,4/1/2000,2.09,296.3528571,296.6071429,290.81,299.3,293.6,5.14,71.35142857,2.09,12.63714286,4.071428571
sj,2000,14,4/8/2000,7.23,297.8171429,297.9642857,293.6328571,300.1,296,17.9,77.78571429,7.23,15.05857143,2.557142857
sj,2000,15,4/15/2000,0,297.7528571,297.8714286,293.1871429,299.9,293.9,5.3,75.84285714,0,14.65,3.542857143
sj,2000,16,4/22/2000,0,297.6228571,297.7857143,292.83,299.8,296.1,14.9,74.75428571,0,14.27142857,2.228571429
sj,2000,17,4/29/2000,82.06,298.3428571,298.5857143,294.2542857,300.6,296.3,5,78.24428571,82.06,15.62285714,3.2
sj,2000,18,5/6/2000,6.13,298.6485714,298.7214286,294.1385714,300.4,297,3.4,76.21428571,6.13,15.48,2.442857143
sj,2000,19,5/13/2000,21.53,298.32,298.4428571,294.2642857,300.4,296.6,16.35,78.33714286,21.53,15.63857143,2.771428571
sj,2000,20,5/20/2000,68.14,298.7714286,298.9642857,294.5542857,301,297,10.06,77.71285714,68.14,15.91857143,2.642857143
sj,2000,21,5/27/2000,39.45,298.7785714,299.1428571,294.8657143,301.2,297,13.8,79.19714286,39.45,16.23714286,2.914285714
sj,2000,22,6/3/2000,48.51,299.28,299.4,295.2271429,301.7,297.3,17.1,78.53714286,48.51,16.58714286,2.428571429
sj,2000,23,6/10/2000,46.02,299.6242857,299.7571429,295.6671429,301.7,297.7,10.95,79.05142857,46.02,17.03428571,2.457142857
sj,2000,24,6/17/2000,46.38,299.7857143,299.8642857,295.1357143,301.9,297.9,21.3,75.74857143,46.38,16.45428571,2.357142857
sj,2000,25,6/24/2000,45.96,299.5028571,299.5785714,295.94,301.7,297.5,30.64,80.84571429,45.96,17.28857143,2.328571429
sj,2000,26,7/1/2000,33.94,299.6071429,299.6357143,295.3671429,301.4,297.7,19.02,77.61714286,33.94,16.70571429,2.157142857
sj,2000,27,7/8/2000,7.95,300.1185714,300.2142857,295.8714286,301.8,298.6,12.7,77.68142857,7.95,17.23857143,2.285714286
sj,2000,28,7/15/2000,5.81,300.0257143,300.1857143,295.8757143,301.9,298.4,16.7,78.12571429,5.81,17.24571429,2.285714286
sj,2000,29,7/22/2000,9.53,300.1642857,300.3357143,296.0785714,302.6,297.9,23.18,78.60428571,9.53,17.46285714,2.9
sj,2000,30,7/29/2000,0,299.9085714,300.1071429,295.9614286,301.9,298.2,19.7,79.00857143,0,17.33285714,2.357142857
sj,2000,31,8/5/2000,32.67,300.0342857,300.1214286,296.4114286,302.1,298,33.7,80.75142857,32.67,17.84571429,2.328571429
sj,2000,32,8/12/2000,60.71,299.9242857,299.9714286,296.5642857,302,298.1,60.66,82.02142857,60.71,18.00428571,2.514285714
sj,2000,33,8/19/2000,8.62,300.5285714,300.5571429,296.6357143,302.8,298.6,27.72,79.50714286,8.62,18.06714286,2.2
sj,2000,34,8/26/2000,27.4,300.4685714,300.7,296.5985714,303.2,298.5,29.66,79.55857143,27.4,18.03857143,2.828571429
sj,2000,35,9/2/2000,164.26,299.96,300.0928571,296.7357143,302.3,298.4,87.78,82.67571429,164.26,18.23142857,2.3
sj,2000,36,9/9/2000,26.9,300.5171429,300.5428571,296.8914286,302.8,298,22,80.67857143,26.9,18.40428571,2.714285714
sj,2000,37,9/16/2000,30.52,300.7942857,300.8857143,296.8114286,302.7,299.1,18.79,78.94857143,30.52,18.31428571,2.285714286
sj,2000,38,9/23/2000,50.88,300.5771429,300.7785714,296.6842857,303.1,297.8,56.4,79.58428571,50.88,18.16285714,2.471428571
sj,2000,39,9/30/2000,42.65,299.88,299.9214286,296.5971429,301.5,298.8,42.8,82.28285714,42.65,18.08571429,1.728571429
sj,2000,40,10/7/2000,126.67,300.2028571,300.2714286,296.9742857,302.1,298.8,35.3,82.58571429,126.67,18.49142857,2.371428571
sj,2000,41,10/14/2000,8.57,300.2714286,300.2357143,295.7371429,302.7,298.1,15.4,76.37142857,8.57,17.13142857,3.414285714
sj,2000,42,10/21/2000,37.34,300.4185714,300.4214286,296.2671429,302.6,298.3,11.22,78.18142857,37.34,17.70428571,3.785714286
sj,2000,43,10/28/2000,62.57,300.0185714,299.9714286,295.7257143,302.6,298,15.3,77.44285714,62.57,17.11714286,3.457142857
sj,2000,44,11/4/2000,80.61,300.2614286,300.2357143,296.5,302.4,298.4,20.3,80.00714286,80.61,17.99428571,2.9
sj,2000,45,11/11/2000,77.9,299.0614286,299.0857143,293.6385714,301.9,295.9,28.8,72.68428571,77.9,15.25857143,3.628571429
sj,2000,46,11/18/2000,6.3,299.1871429,299.2071429,293.4485714,301.7,295.9,2.1,70.97714286,6.3,14.99142857,4.1
sj,2000,47,11/25/2000,0,299.92,299.8571429,294.66,301.6,297.5,7.18,72.92571429,0,16.03714286,2.714285714
sj,2000,48,12/2/2000,11.07,299.6185714,299.6357143,295.3885714,301.2,298,24.8,77.64857143,11.07,16.75428571,2.357142857
sj,2000,49,12/9/2000,19.69,299.7028571,299.7285714,295.4028571,301.5,297.9,6.8,77.35714286,19.69,16.77142857,2.057142857
sj,2000,50,12/16/2000,0,299.27,299.3785714,293.8814286,301.3,297.5,3.99,72.26142857,0,15.25285714,2.528571429
sj,2000,51,12/23/2000,0,298.5814286,298.5857143,294.1328571,300.4,296.7,37.39,76.52571429,0,15.46285714,1.714285714
sj,2001,1,1/1/2001,0,298.4771429,298.4428571,294.0342857,301.2,295.6,1.3,76.50571429,0,15.44428571,3.285714286
sj,2001,2,1/8/2001,49.81,298.6185714,298.7857143,293.6871429,300.9,296.3,1,74.33571429,49.81,15.07857143,3.314285714
sj,2001,3,1/15/2001,0,297.8285714,297.9928571,292.4057143,300.7,295.5,1.1,71.94142857,0,13.92142857,3.414285714
sj,2001,4,1/22/2001,0,298.0171429,298.2,293.3585714,299.9,296.6,10.24,75.38,0,14.73285714,2.142857143
sj,2001,5,1/29/2001,23.78,297.9728571,298.1571429,294.0528571,300.7,295.5,32.36,79.03142857,23.78,15.37857143,2.742857143
sj,2001,6,2/5/2001,10.73,297.8771429,297.9857143,292.9814286,299.7,296.1,11.2,74.34428571,10.73,14.40857143,2.114285714
sj,2001,7,2/12/2001,0,297.9342857,298.1571429,293.3771429,299.9,296.3,22.28,75.85142857,0,14.75428571,2.342857143
sj,2001,8,2/19/2001,0,297.8171429,298.0428571,292.6685714,299.7,296.7,3.02,73.07285714,0,14.09857143,2.142857143
sj,2001,9,2/26/2001,0,297.1528571,297.2357143,292.8157143,299,295.5,25.89,76.90714286,0,14.26571429,2.014285714
sj,2001,10,3/5/2001,6.84,297.1342857,297.3571429,292.0557143,300.7,294.4,0.5,73.38714286,6.84,13.67142857,3.142857143
sj,2001,11,3/12/2001,0,298.5585714,298.8857143,294.0271429,301.3,295.9,10.5,76.24714286,0,15.38714286,3.628571429
sj,2001,12,3/19/2001,0,298.3728571,298.5928571,293.0457143,300.3,296.8,1.69,72.44285714,0,14.48285714,2.442857143
sj,2001,13,3/26/2001,6.11,297.6928571,297.8785714,294.1671429,300.5,295.8,21.55,80.83571429,6.11,15.55571429,2.1
sj,2001,14,4/2/2001,0,298.8714286,299.0928571,293.9828571,301,297.2,3.45,74.43,0,15.33571429,2.671428571
sj,2001,15,4/9/2001,5.2,298.1128571,298.2571429,293.7857143,299.8,296.3,23.5,77.02285714,5.2,15.15285714,2.371428571
sj,2001,16,4/16/2001,11.84,298.2671429,298.4071429,292.9828571,301.2,295.5,3.59,72.64,11.84,14.41714286,3.814285714
sj,2001,17,4/23/2001,35.69,298.7514286,298.8357143,294.2814286,301.3,296.7,22.36,76.58142857,35.69,15.63,3.128571429
sj,2001,18,4/30/2001,19.98,298.2871429,298.3,293.68,300.5,296,9.03,75.71428571,19.98,15.06142857,2.6
sj,2001,19,5/7/2001,59.89,299.4185714,299.5,295.3657143,302,297.4,16.8,78.56714286,59.89,16.77142857,3.2
sj,2001,20,5/14/2001,77.36,299.1342857,299.2571429,295.8557143,301.7,297.3,78.1,82.35,77.36,17.26857143,2.942857143
sj,2001,21,5/21/2001,35.54,299.9514286,299.9857143,295.3457143,302.2,297.6,2,76.07,35.54,16.73,3.828571429
sj,2001,22,5/28/2001,10.8,299.7814286,299.8428571,295.6414286,302,298,8.1,78.15142857,10.8,16.99571429,3.085714286
sj,2001,23,6/4/2001,61.33,299.9442857,299.85,295.5685714,302.2,297.6,5.85,77.16285714,61.33,16.92285714,3.642857143
sj,2001,24,6/11/2001,21.93,300.4242857,300.4,295.8885714,302.6,298.2,7,76.42571429,21.93,17.25,3.114285714
sj,2001,25,6/18/2001,63.35,299.9185714,299.8642857,295.2071429,302,297.4,7.02,75.46142857,63.35,16.56285714,3.242857143
sj,2001,26,6/25/2001,37.72,300.54,300.4928571,296.2485714,302.9,298.5,13.37,77.61714286,37.72,17.63571429,3.128571429
sj,2001,27,7/2/2001,85.42,300.2071429,300.2785714,296.3542857,302.5,298.1,28.1,79.57857143,85.42,17.74571429,2.757142857
sj,2001,28,7/9/2001,21.89,300.6428571,300.6642857,296.3485714,302.4,298.2,13.5,77.58285714,21.89,17.74428571,2.728571429
sj,2001,29,7/16/2001,49.38,300.3714286,300.3714286,296.0857143,303.1,298.1,18.3,77.58714286,49.38,17.47428571,3.114285714
sj,2001,30,7/23/2001,35.85,300.5557143,300.5571429,296.3571429,303,298.6,21.24,78.06142857,35.85,17.77142857,3.257142857
sj,2001,31,7/30/2001,73.2,300.3985714,300.4571429,296.3642857,302.7,298.6,50.34,78.67,73.2,17.75857143,2.657142857
sj,2001,32,8/6/2001,40.4,300.7128571,300.7142857,296.9,302.6,299.2,32.62,79.71285714,40.4,18.33142857,2.542857143
sj,2001,33,8/13/2001,29,300.7428571,300.8571429,297.38,302.9,298.8,50.46,82.08714286,29,18.89285714,2.6
sj,2001,34,8/20/2001,40.3,300.7914286,300.7571429,297.2271429,302.7,298.4,62.4,81.07571429,40.3,18.75285714,2.542857143
sj,2001,35,8/27/2001,132.53,300.76,300.7428571,296.4,303.1,298.7,44.3,77.34714286,132.53,17.82428571,3.457142857
sj,2001,36,9/3/2001,68.85,300.7514286,300.7714286,296.73,303.2,298.9,23.4,78.82714286,68.85,18.18571429,3.057142857
sj,2001,37,9/10/2001,9.73,300.8057143,300.8571429,296.4528571,303.3,297.9,14.7,77.41,9.73,17.90285714,3.485714286
sj,2001,38,9/17/2001,10.01,301.07,301.0928571,296.7,303.4,298.8,12.9,77.23571429,10.01,18.17571429,3.214285714
sj,2001,39,9/24/2001,84.76,300.7385714,300.7857143,296.4371429,303.1,298.7,19.69,77.55571429,84.76,17.90142857,3.171428571
sj,2001,40,10/1/2001,20.8,301.2557143,301.2785714,296.9571429,303.8,299.1,16.4,77.63,20.8,18.47571429,3.271428571
sj,2001,41,10/8/2001,27.82,300.93,300.8,296.9171429,302.6,299,42.3,78.89142857,27.82,18.39714286,2.371428571
sj,2001,42,10/15/2001,91.83,300.3257143,300.3,296.3971429,302.4,297.8,53,79.27,91.83,17.87714286,2.885714286
sj,2001,43,10/22/2001,39.7,300.2585714,300.3,296.53,302.2,298.4,25.68,80.13142857,39.7,18.01142857,2.742857143
sj,2001,44,10/29/2001,0.49,300.3914286,300.4214286,296.6871429,302.1,298.2,21.91,80.27,0.49,18.15571429,2.471428571
sj,2001,45,11/5/2001,28.03,300.0628571,300.1428571,295.3242857,302.3,297.6,17.86,75.42428571,28.03,16.75142857,3.6
sj,2001,46,11/12/2001,287.55,299.42,299.4357143,295.8757143,303.3,297.2,133.93,81.08142857,287.55,17.30857143,2.242857143
sj,2001,47,11/19/2001,45.8,299.3457143,299.7285714,295.56,302.5,297.3,18.9,79.86142857,45.8,16.97285714,3.8
sj,2001,48,11/26/2001,9.43,298.91,298.9642857,293.9514286,302.3,296.7,7.81,74.34428571,9.43,15.41428571,3.385714286
sj,2001,49,12/3/2001,43.91,298.2457143,298.2571429,293.2357143,300.8,295.1,13.2,74.03857143,43.91,14.77142857,3.485714286
sj,2001,50,12/10/2001,31.01,299.0571429,299.05,295.7585714,300.7,297.5,33.78,82.16714286,31.01,17.19142857,2.214285714
sj,2001,51,12/17/2001,91.66,298.4314286,298.35,295.5114286,300,296.8,100.6,84.01,91.66,16.92,1.985714286
sj,2001,52,12/24/2001,72.18,298.4271429,298.5,295.7971429,301,296.8,35.2,85.51428571,72.18,17.23428571,1.828571429
sj,2002,1,1/1/2002,0,298.9557143,299.1,294.4814286,300.5,297.1,2.5,76.43428571,0,15.81,2.514285714
sj,2002,2,1/8/2002,0,298.4528571,298.5071429,294.8414286,301,296.8,13.8,80.57285714,0,16.17857143,2.785714286
sj,2002,3,1/15/2002,0,298.5514286,298.5571429,294.1457143,300.6,296.2,1.21,76.73428571,0,15.51857143,3.2
sj,2002,4,1/22/2002,0,298.3157143,298.5142857,294.2128571,299.9,297.1,12.44,78.07857143,0,15.55142857,1.942857143
sj,2002,5,1/29/2002,0,298.2,298.35,293.8471429,300.1,296.3,10.8,76.92,0,15.18714286,2.185714286
